document_id,content
2221,These are the major tissue types in the human body: •Connective •Epithelial •Muscular •Nervous system •Lymphatic Connective Tissue Connective tissue is made up of cells and protein fibers and provides support for other body tissues. The main proteins in connective tissue are collagen and elastin.
2222,"The four types of tissue in the human body: A tissue is a group of cells that is from similar embryological origin and is specialized for a particular function. Four types: epithelial, connective, muscle and nervous."
2223,"THE FOUR MAJOR TISSUE TYPES: Histology translates to the study of tissues. A tissue is a group of cells that are similar in function (and usually structure). Generally, tissues work together in the body to form organs (e.g. heart, brain, liver, etc.)."
2224,Joseph Stalin (1879-1953) The man who turned the Soviet Union from a backward country into a world superpower at unimaginable human cost. Stalin was born into a dysfunctional family in a poor village in Georgia. 
2225,"On December 18, 1879, in the Russian peasant village of Gori, Georgia, Iosif Vissarionovich Dzhugashvili (later known as Joseph Stalin) was born. The son of Besarion Jughashvili, a cobbler, and Ketevan Geladze, a washerwoman, Joseph was a frail child. "
2226,"Joseph Stalin (a code name meaning Man of Steel) was born Iosif (Joseph) Vissarionovich Dzhugashvili in 1879 in Gori, Georgia, the Transcaucasian part of the Russian Empire. His father was a cobbler named Vissarion Dzhugashvili, a drunkard who beat him badly and frequently and left the family when Joseph was young. "
2227,"Joseph Stalin, leader of the Soviet Union in the mid-20th century, was born on 18 December 1878 to a Georgian cobbler in Gori, Georgia. For a long time, the date of birth of Stalin was falsified. Although there is an inconsistency among published sources about Stalin's year and date of birth, Iosif Dzhugashvili is found in the records of the Uspensky Church in Gori, Georgia as born on 18 December (Old Style: 6 December) 1878."
2228,"Early years. Joseph Stalin was born Iosif Vissarionovich Dzhugashvili on December 21, 1879, in Gori, Georgia. He was the only surviving son of Vissarion Dzhugashvili, a cobbler who first practiced his craft in a village shop but later in a shoe factory in the city. Stalin's father died in 1891. Joseph Stalin Biography. Born: December 21, 1879 Gori, Georgia Died: March 5, 1953 Moscow, Union of Soviet Socialist Republics. Russian ruler. The Soviet statesman Joseph Stalin was the supreme ruler of the Soviet Union."
2229,"Background. The man known to history as Joseph Stalin was born Iosif Vissarionovich Dzhugashvili on December 21, 1879 in Gori, Georgia, which was then part of the Russian Empire. His mother, Ekaterina Geladze, was of humble extraction, having been born into a serf family. "
2230,"Joseph Stalin, was born in Gori, Georgia on 21st December, 1879. He was his mother's fourth child to be born in less than four years. The first three died and as Joseph was prone to bad health, his mother feared on several occasions that he would also die. Although there is an inconsistency among published sources about Stalin's year and date of birth, Iosif Dzhugashvili is found in the records of the Uspensky Church in Gori, Georgia as born on 18 December (Old Style: 6 December) 1878."
2231,"Joseph Stalin in 1902, 23 years of age. Joseph Stalin, leader of the Soviet Union in the mid-20th century, was born on 18 December 1878 to a Georgian cobbler in Gori, Georgia. After leaving school, he embraced Marxism and became an avid follower of Vladimir Lenin. For a long time, the date of birth of Stalin was falsified. Although there is an inconsistency among published sources about Stalin's year and date of birth, Iosif Dzhugashvili is found in the records of the Uspensky Church in Gori, Georgia as born on 18 December (Old Style: 6 December) 1878."
2232,"Joseph Stalin was born Josef Vissarionovich Djugashvili on December 18, 1878, or December 6, 1878, according to the Old Style Julian calendar (although he later invented a new birth date for himself: December 21, 1879), in the small town of Gori, Georgia, then part of the Russian empire. Joseph Stalin (1878-1953) was the dictator of the Union of Soviet Socialist Republics (USSR) from 1929 to 1953."
2233,"Joseph Stalin, was born in Gori, Georgia on 21st December, 1879. He was his mother's fourth child to be born in less than four years. The first three died and as Joseph was prone to bad health, his mother feared on several occasions that he would also die. "
2234,"1 Pet sitting costs $10-$65 per day, depending on the location, length of the visit and number of sitter's duties. 2  A 15-minute visit, during which the sitter would refill food bowls and tend to the pets' bathroom needs, costs $10-$18. 1 Again, this offers more attention and exertion for the pet or pets. 2  An overnight stay costs $50-$75. 3  This option is available for those not wanting their pet to be alone overnight. 4  The Affordable Home Sitter in Arizona offers the service for $65."
