document_id,content
418,"XML is a markup language same as HTML. XML tag you can define your self for storing data. XML store (describe) data, nothing more (either temporary or permanent). XML was designed for describing well formed data. Also XML have some strict rules. That rules follow every XML document. Any database data are easily transform to a XML format. It's like reasonable storage format for certain types of data and easily converted into server side along with XSL, etc."
419,up vote 2 down vote. XSL is used to refer to a family of languages used to transform and render XML documents. CSS is a style sheet language used for describing the presentation semantics (the look and formatting) of a document written in a markup language. Hence XSL and CSS are not the same and not interchangeable.
420,XSL is itself an XML file. CSS is not an XML file. XSL describes the process to transform an XML file to an XHTML file. CSS describes certain styling rules for specific elements of an HTML file. XSL can be about the order of the elements in the resulting document.
421,"CSS is designed around styling a document, structured in a markup language, HTML and XML (including XHTML and SVG) documents. It was created for that purpose. The code CSS is non-XML syntax to define the style information for the various elements of the document that it styles."
422,"XSL (Extensible Stylesheet Language), formerly called Extensible Style Language, is a language for creating a style sheet that describes how data sent over the Web using the Extensible Markup Language (XML) is to be presented to the user."
423,"Obsidian is a naturally occurring volcanic glass formed as an extrusive igneous rock. It is produced when felsic lava extruded from a volcano cools rapidly with minimum crystal growth. Obsidian is commonly found within the margins of rhyolitic lava flows known as obsidian flows, where the chemical composition (high silica content) induces a high viscosity and polymerization degree of the lava. Obsidian can be found in locations which have experienced rhyolitic eruptions. It can be found in Argentina, Armenia, Azerbaijan, Australia, Canada, Chile, Georgia, Greece, El Salvador, Guatemala, Iceland, Italy, Japan, Kenya, Mexico, New Zealand, Papua New Guinea, Peru, Scotland, Turkey and the United States."
424,"Like all glass and some other types of naturally occurring rocks, obsidian breaks with a characteristic conchoidal fracture. This smooth, curved type of fracture surface occurs because of the near-absence of mineral crystals in the glass. The intersections of conchoidal fracture surfaces can be sharper than a razor. "
425,"Like all glass and some other types of naturally occurring rocks, obsidian breaks with a characteristic conchoidal fracture. This smooth, curved type of fracture surface occurs because of the near-absence of mineral crystals in the glass. The intersections of conchoidal fracture surfaces can be sharper than a razor. "
426,"Obsidian Stone Generator. Black Obsidian Stone is a powerful cleanser of psychic smog created within your aura, and is a strong psychic protection stone. It has powerful metaphysical properties that will shield you against negativity, and the energy of these stones may stimulate the gift of prophecy. Black Obsidian Stone is excellent used in combination with a number of different stones. To boost the psychic protection aspect of other stones,. you may choose to use them with other strongly protective stones to elevate the level of protection."
427,"Obsidian is a glass-like mineral produced by volcanic flows. Many types of Obsidian are used as gemstones in jewelry, and some are quite rare and valuable. A fantastic variety of colors and patterns are available. This stone has a long history as both a gem, and as a utilitarian material for creating cutting instruments. Sheen Obsidian-this is a family of valued types which consists of sub-types categorized according to the effect or color displayed. Microscopic bubbles and/or crystals of Feldspar or Mica trapped in the Obsidian result in a chatoyant (irridescent) sheen when the stone is viewed from certain angles."
428,"Flower Obsidian-a variety of Snowflake Obsidian in which the crystals have coloring (due to mineral staining or minerals present in the obsidian itself). See the Snowflake Obsidian topic below. Leopard Skin and Lizzard Skin-multi-colored, mottled types, usually reddish-brown, brown and black. Sheen Obsidian-this is a family of valued types which consists of sub-types categorized according to the effect or color displayed. Microscopic bubbles and/or crystals of Feldspar or Mica trapped in the Obsidian result in a chatoyant (irridescent) sheen when the stone is viewed from certain angles."
429,"Obsidian Rock. Obsidian rock is actually a type of glass that formed when molten lava cooled so quickly, there was not time for any crystals to form. The actual composition of the rock is dependent on what minerals, gases, and such were in the immediate area when the lava cooled. Obsidian stone can be found almost anywhere there has been volcanic activity in the past, but not all the sources are currently being mined. Most mining is done in Armenia, Greece, Hungary, Iceland, Italy, Japan, Java, Kenya, Mexico, New Zealand, Scotland and Turkey."
430,"Many types of Obsidian are used as gemstones in jewelry, and some are quite rare and valuable. A fantastic variety of colors and patterns are available. This stone has a long history as both a gem, and as a utilitarian material for creating cutting instruments. Sheen Obsidian-this is a family of valued types which consists of sub-types categorized according to the effect or color displayed. Microscopic bubbles and/or crystals of Feldspar or Mica trapped in the Obsidian result in a chatoyant (irridescent) sheen when the stone is viewed from certain angles."
431,"Flower Obsidian-a variety of Snowflake Obsidian in which the crystals have coloring (due to mineral staining or minerals present in the obsidian itself). See the Snowflake Obsidian topic below. Leopard Skin and Lizzard Skin-multi-colored, mottled types, usually reddish-brown, brown and black. Sheen Obsidian-this is a family of valued types which consists of sub-types categorized according to the effect or color displayed. Microscopic bubbles and/or crystals of Feldspar or Mica trapped in the Obsidian result in a chatoyant (irridescent) sheen when the stone is viewed from certain angles."
